participant	task	step	word	lemma	pos	z	start_obj	end_obj
6_2c	1	9706	NA	NA	NA	2	Knife	Knife
6_2c	1	9714	room	room	NOUN	2	Knife	Knife
6_2c	1	9732	NA	NA	NA	2	Knife	Knife
6_2c	1	9756	NA	NA	NA	8	Knife	Knife
6_2c	1	9797	and	and	CCONJ	8	Knife	Knife
6_2c	1	9801	and	and	CCONJ	1	Knife	Knife
6_2c	1	9819	and	and	CCONJ	3	Knife	Knife
6_2c	1	9828	and	and	CCONJ	4	Knife	Fork
6_2c	1	9837	'm	be	AUX	4	Knife	Fork
6_2c	1	9841	picking	pick	VERB	4	Knife	Fork
6_2c	1	9855	up	up	ADP	5	Fork	None
6_2c	1	9864	up	up	ADP	3	None	None
6_2c	1	9868	the	the	DET	3	None	None
6_2c	1	9876	knife	knife	NOUN	3	None	None
6_2c	1	9882	knife	knife	NOUN	4	None	None
6_2c	1	9900	knife	knife	NOUN	8	None	None
6_2c	1	9903	right	right	ADV	8	None	None
6_2c	1	9921	now	now	ADV	8	None	None
6_2c	1	9927	now	now	ADV	3	None	None
6_2c	1	9931	NA	NA	NA	3	None	None
6_2c	1	9972	NA	NA	NA	4	None	None
6_2c	1	9981	NA	NA	NA	2	None	None
6_2c	1	10008	NA	NA	NA	8	None	None
6_2c	1	10017	NA	NA	NA	4	None	None
6_2c	1	10035	NA	NA	NA	8	None	None
6_2c	1	10044	NA	NA	NA	3	None	None
6_2c	1	10071	NA	NA	NA	5	None	None
6_2c	1	10089	NA	NA	NA	6	None	None
6_2c	1	10152	NA	NA	NA	1	None	None
6_2c	1	10268	I	-PRON-	PRON	1	None	None
6_2c	1	10321	just	just	ADV	1	None	None
6_2c	1	10332	just	just	ADV	6	None	None
6_2c	1	10348	put	put	VERB	6	None	None
6_2c	1	10366	knife	knife	NOUN	6	None	None
6_2c	1	10393	down	down	ADP	6	None	None
6_2c	1	10395	down	down	ADP	1	None	None
6_2c	1	10411	on	on	ADP	1	None	None
6_2c	1	10413	on	on	ADP	7	None	None
6_2c	1	10437	NA	NA	NA	7	None	None
6_2c	1	10440	NA	NA	NA	2	None	None
6_2c	1	10446	lunch	lunch	NOUN	2	None	None
6_2c	1	10458	lunch	lunch	NOUN	8	None	None
6_2c	1	10463	table	table	NOUN	8	None	None
6_2c	1	10481	next	next	ADV	8	None	None
6_2c	1	10485	next	next	ADV	2	None	None
6_2c	1	10539	next	next	ADV	8	None	None
6_2c	1	10543	to	to	ADP	8	None	None
6_2c	1	10557	to	to	ADP	2	None	Apple
6_2c	1	10560	NA	NA	NA	2	None	Apple
6_2c	1	10588	other	other	ADJ	2	None	Apple
6_2c	1	10606	utensils	utensil	NOUN	2	None	Apple
6_2c	1	10620	utensils	utensil	NOUN	1	Apple	Apple
6_2c	1	10667	NA	NA	NA	1	Apple	Apple
6_2c	1	10683	NA	NA	NA	3	Apple	Apple
6_2c	1	10719	NA	NA	NA	1	Apple	Apple
6_2c	1	10746	NA	NA	NA	3	Apple	Apple
6_2c	1	10773	NA	NA	NA	5	Apple	Apple
6_2c	1	10800	NA	NA	NA	8	Apple	Apple
6_2c	1	10818	I	-PRON-	PRON	5	Apple	Apple
6_2c	1	10853	think	think	VERB	5	Apple	Apple
6_2c	1	10863	think	think	VERB	3	Apple	Apple
6_2c	1	10899	think	think	VERB	5	Apple	Apple
6_2c	1	10906	that	that	DET	5	Apple	Apple
6_2c	1	10914	it	-PRON-	PRON	5	Apple	Apple
6_2c	1	10924	and	and	CCONJ	5	Apple	Apple
6_2c	1	10926	and	and	CCONJ	3	Apple	Apple
6_2c	1	10962	and	and	CCONJ	2	Apple	Apple
6_2c	1	11007	and	and	CCONJ	1	Apple	Apple
6_2c	1	11034	and	and	CCONJ	2	Apple	Apple
6_2c	1	11049	if	if	SCONJ	2	Apple	Apple
6_2c	1	11057	NA	NA	NA	2	Apple	Apple
6_2c	1	11070	NA	NA	NA	8	Apple	Apple
6_2c	1	11074	re	re	ADP	8	Apple	Apple
6_2c	1	11079	re	re	ADP	4	Apple	Apple
6_2c	1	11087	NA	NA	NA	4	Apple	Apple
6_2c	1	11097	NA	NA	NA	2	Apple	Apple
6_2c	1	11124	NA	NA	NA	4	Apple	Apple
6_2c	1	11142	NA	NA	NA	8	Apple	Apple
6_2c	1	11169	NA	NA	NA	3	Apple	Apple
6_2c	1	11178	NA	NA	NA	1	Apple	Apple
6_2c	1	11205	NA	NA	NA	3	Apple	Apple
6_2c	1	11214	NA	NA	NA	5	Apple	Knife
6_2c	1	11241	NA	NA	NA	8	Knife	None
6_2c	1	11277	NA	NA	NA	3	None	None
6_2c	1	11280	'm	be	AUX	3	None	None
6_2c	1	11300	picking	pick	VERB	3	None	None
6_2c	1	11314	up	up	ADP	3	None	None
6_2c	1	11318	the	the	DET	3	None	None
6_2c	1	11322	the	the	DET	5	None	None
6_2c	1	11325	screen	screen	NOUN	5	None	None
6_2c	1	11331	screen	screen	NOUN	3	None	None
6_2c	1	11361	Apple	Apple	PROPN	3	None	None
6_2c	1	11367	Apple	Apple	PROPN	4	None	None
6_2c	1	11385	Apple	Apple	PROPN	5	None	None
6_2c	1	11394	Apple	Apple	PROPN	3	None	None
6_2c	1	11412	Apple	Apple	PROPN	5	None	None
6_2c	1	11421	Apple	Apple	PROPN	7	None	None
6_2c	1	11422	NA	NA	NA	7	None	None
6_2c	1	11462	from	from	ADP	7	None	None
6_2c	1	11502	from	from	ADP	3	None	None
6_2c	1	11503	the	the	DET	3	None	None
6_2c	1	11512	kitchen	kitchen	NOUN	3	None	None
6_2c	1	11529	table	table	NOUN	1	None	None
6_2c	1	11555	NA	NA	NA	1	None	None
6_2c	1	11601	NA	NA	NA	3	None	None
6_2c	1	11628	NA	NA	NA	1	None	None
6_2c	1	11803	and	and	CCONJ	1	None	None
6_2c	1	11817	and	and	CCONJ	NA	NA	NA
6_2c	1	11829	NA	NA	NA	NA	NA	NA
6_2c	2	11826	NA	NA	NA	1	None	None
6_2c	2	11880	NA	NA	NA	3	None	None
6_2c	2	11889	NA	NA	NA	4	None	None
6_2c	2	11907	NA	NA	NA	5	None	None
6_2c	2	11916	NA	NA	NA	4	None	None
6_2c	2	11934	NA	NA	NA	7	None	None
6_2c	2	11952	NA	NA	NA	3	None	Bear
6_2c	2	11961	NA	NA	NA	1	Bear	Bear
6_2c	2	12006	NA	NA	NA	3	Bear	Bear
6_2c	2	12015	NA	NA	NA	5	Bear	Bear
6_2c	2	12069	NA	NA	NA	4	Bear	Bear
6_2c	2	12087	NA	NA	NA	8	Bear	Bear
6_2c	2	12114	NA	NA	NA	3	Bear	Bear
6_2c	2	12168	NA	NA	NA	8	Bear	Bear
6_2c	2	12213	NA	NA	NA	2	Bear	None
6_2c	2	12285	NA	NA	NA	7	None	None
6_2c	2	12321	NA	NA	NA	3	None	None
6_2c	2	12357	NA	NA	NA	8	None	Spoon
6_2c	2	12429	NA	NA	NA	3	Spoon	Spoon
6_2c	2	12438	NA	NA	NA	1	Spoon	Spoon
6_2c	2	12490	I	-PRON-	PRON	1	Spoon	Spoon
6_2c	2	12528	I	-PRON-	PRON	3	Spoon	Bowl
6_2c	2	12546	I	-PRON-	PRON	5	Bowl	Bowl
6_2c	2	12555	I	-PRON-	PRON	4	Bowl	Bowl
6_2c	2	12569	am	be	AUX	4	Bowl	Bowl
6_2c	2	12573	am	be	AUX	3	Bowl	Bowl
6_2c	2	12609	am	be	AUX	1	Bowl	Bowl
6_2c	2	12610	picking	pick	VERB	1	Bowl	Bowl
6_2c	2	12628	up	up	ADP	1	Bowl	Bowl
6_2c	2	12636	up	up	ADP	3	Bowl	Bowl
6_2c	2	12639	this	this	DET	3	Bowl	Bowl
6_2c	2	12645	this	this	DET	8	Bowl	Bowl
6_2c	2	12662	one	one	NUM	8	Bowl	Bowl
6_2c	2	12663	one	one	NUM	2	Bowl	Bowl
6_2c	2	12681	one	one	NUM	7	Bowl	Bowl
6_2c	2	12697	boring	boring	NOUN	7	Bowl	Bowl
6_2c	2	12717	boring	boring	NOUN	2	Bowl	Bowl
6_2c	2	12728	now	now	ADV	2	Bowl	Bowl
6_2c	2	12742	'm	be	AUX	2	Bowl	Bowl
6_2c	2	12814	walking	walk	VERB	2	Bowl	Bowl
6_2c	2	12832	toward	toward	ADP	2	Bowl	Bowl
6_2c	2	12867	the	the	DET	2	Bowl	Bowl
6_2c	2	12876	sink	sink	NOUN	2	Bowl	Bowl
6_2c	2	12897	sink	sink	NOUN	1	Bowl	Bowl
6_2c	2	12912	NA	NA	NA	1	Bowl	Bowl
6_2c	2	13131	NA	NA	NA	3	Bowl	Bowl
6_2c	2	13140	NA	NA	NA	7	Bowl	Bowl
6_2c	2	13176	NA	NA	NA	3	Bowl	Bowl
6_2c	2	13194	NA	NA	NA	6	Bowl	Bowl
6_2c	2	13239	NA	NA	NA	4	Bowl	Bowl
6_2c	2	13257	NA	NA	NA	8	Bowl	Bowl
6_2c	2	13260	would	would	VERB	8	Bowl	Bowl
6_2c	2	13269	sing	sing	VERB	8	Bowl	Bowl
6_2c	2	13278	their	-PRON-	DET	8	Bowl	Bowl
6_2c	2	13296	soup	soup	NOUN	8	Bowl	Bowl
6_2c	2	13302	soup	soup	NOUN	3	Bowl	Bowl
6_2c	2	13322	in	in	ADP	3	Bowl	Bowl
6_2c	2	13330	NA	NA	NA	3	Bowl	Bowl
6_2c	2	13334	pool	pool	NOUN	3	Bowl	Bowl
6_2c	2	13338	pool	pool	NOUN	8	Bowl	Bowl
6_2c	2	13339	okay	okay	INTJ	8	Bowl	Bowl
6_2c	2	13348	so	so	ADV	8	Bowl	Bowl
6_2c	2	13356	so	so	ADV	3	Bowl	Bowl
6_2c	2	13374	so	so	ADV	8	Bowl	None
6_2c	2	13423	NA	NA	NA	8	Bowl	None
6_2c	2	13455	NA	NA	NA	3	None	None
6_2c	2	13464	NA	NA	NA	2	None	None
6_2c	2	13491	NA	NA	NA	7	None	None
6_2c	2	13494	just	just	ADV	7	None	None
6_2c	2	13519	put	put	VERB	7	None	None
6_2c	2	13527	put	put	VERB	3	None	None
6_2c	2	13536	NA	NA	NA	3	None	None
6_2c	2	13544	ball	ball	NOUN	3	None	None
6_2c	2	13561	back	back	ADV	3	None	None
6_2c	2	13579	down	down	ADP	3	None	None
6_2c	2	13581	down	down	ADP	1	None	None
6_2c	2	13628	on	on	ADP	1	None	None
6_2c	2	13638	NA	NA	NA	1	None	None
6_2c	2	13646	table	table	NOUN	1	None	None
6_2c	2	13665	NA	NA	NA	1	None	None
6_2c	2	13680	NA	NA	NA	3	None	None
6_2c	2	13689	NA	NA	NA	8	None	Spoon
6_2c	2	13761	there	there	ADV	3	Spoon	Spoon
6_2c	2	13770	there	there	ADV	1	Spoon	Spoon
6_2c	2	13863	I	-PRON-	PRON	1	Spoon	Spoon
6_2c	2	13869	I	-PRON-	PRON	3	Spoon	Spoon
6_2c	2	13914	I	-PRON-	PRON	5	Spoon	Spoon
6_2c	2	13937	am	be	AUX	5	Spoon	Spoon
6_2c	2	13941	am	be	AUX	3	Spoon	Spoon
6_2c	2	13952	picking	pick	VERB	3	Spoon	Spoon
6_2c	2	13959	picking	pick	VERB	4	Spoon	Spoon
6_2c	2	13979	up	up	ADP	4	Spoon	Spoon
6_2c	2	13984	the	the	DET	4	Spoon	Spoon
6_2c	2	13998	spoon	spoon	NOUN	4	Spoon	Spoon
6_2c	2	14004	spoon	spoon	NOUN	3	Spoon	Spoon
6_2c	2	14036	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14067	NA	NA	NA	4	Spoon	Spoon
6_2c	2	14076	NA	NA	NA	5	Spoon	Spoon
6_2c	2	14094	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14103	NA	NA	NA	1	Spoon	Spoon
6_2c	2	14112	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14117	because	because	SCONJ	3	Spoon	Spoon
6_2c	2	14121	because	because	SCONJ	4	Spoon	Spoon
6_2c	2	14139	because	because	SCONJ	5	Spoon	Spoon
6_2c	2	14162	I	-PRON-	PRON	5	Spoon	Spoon
6_2c	2	14166	need	need	VERB	3	Spoon	Spoon
6_2c	2	14175	a	a	DET	3	Spoon	Spoon
6_2c	2	14180	spoon	spoon	NOUN	3	Spoon	Spoon
6_2c	2	14202	to	to	PART	3	Spoon	Spoon
6_2c	2	14219	eat	eat	VERB	3	Spoon	Spoon
6_2c	2	14220	eat	eat	VERB	1	Spoon	Spoon
6_2c	2	14227	NA	NA	NA	1	Spoon	Spoon
6_2c	2	14243	soup	soup	NOUN	1	Spoon	Spoon
6_2c	2	14247	soup	soup	NOUN	3	Spoon	Spoon
6_2c	2	14256	soup	soup	NOUN	5	Spoon	Spoon
6_2c	2	14261	from	from	ADP	5	Spoon	Spoon
6_2c	2	14265	NA	NA	NA	5	Spoon	Spoon
6_2c	2	14270	bowl	bowl	NOUN	5	Spoon	Spoon
6_2c	2	14274	bowl	bowl	NOUN	3	Spoon	Spoon
6_2c	2	14292	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14301	NA	NA	NA	1	Spoon	Spoon
6_2c	2	14373	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14382	NA	NA	NA	5	Spoon	Spoon
6_2c	2	14400	NA	NA	NA	3	Spoon	Spoon
6_2c	2	14409	NA	NA	NA	1	Spoon	Spoon
6_2c	2	14459	now	now	ADV	1	Spoon	Spoon
6_2c	2	14472	now	now	ADV	3	Spoon	Spoon
6_2c	2	14535	now	now	ADV	4	Spoon	Spoon
6_2c	2	14537	'm	be	AUX	4	Spoon	Spoon
6_2c	2	14546	picking	pick	VERB	4	Spoon	Spoon
6_2c	2	14553	picking	pick	VERB	8	Spoon	Spoon
6_2c	2	14562	picking	pick	VERB	3	Spoon	Spoon
6_2c	2	14578	up	up	ADP	3	Spoon	Spoon
6_2c	2	14603	soup	soup	NOUN	3	Spoon	Spoon
6_2c	2	14607	soup	soup	NOUN	1	Spoon	Spoon
6_2c	2	14639	from	from	ADP	1	Spoon	Spoon
6_2c	2	14679	from	from	ADP	5	Spoon	Spoon
6_2c	2	14702	NA	NA	NA	5	Spoon	Spoon
6_2c	2	14706	NA	NA	NA	8	Spoon	None
6_2c	2	14711	boys	boy	NOUN	8	Spoon	None
6_2c	2	14732	in	in	ADP	8	Spoon	None
6_2c	2	14741	NA	NA	NA	8	Spoon	None
6_2c	2	14746	spoon	spoon	NOUN	8	Spoon	None
6_2c	2	14755	NA	NA	NA	8	Spoon	None
6_2c	2	14760	NA	NA	NA	3	None	None
6_2c	2	14787	NA	NA	NA	2	None	None
6_2c	2	14796	NA	NA	NA	7	None	None
6_2c	2	14814	NA	NA	NA	3	None	None
6_2c	2	14931	NA	NA	NA	8	None	Fork
6_2c	2	14936	and	and	CCONJ	8	None	Fork
6_2c	2	14958	'm	be	AUX	8	None	Fork
6_2c	2	14971	done	do	VERB	8	None	Fork
6_2c	2	14987	with	with	ADP	8	None	Fork
6_2c	2	14999	NA	NA	NA	8	None	Fork
6_2c	2	15004	soup	soup	NOUN	8	None	Fork
6_2c	2	15013	so	so	ADV	8	None	Fork
6_2c	2	15017	I	-PRON-	PRON	8	None	Fork
6_2c	2	15022	put	put	VERB	8	None	Fork
6_2c	2	15030	put	put	VERB	3	Fork	Cup
6_2c	2	15031	NA	NA	NA	3	Fork	Cup
6_2c	2	15046	spoon	spoon	NOUN	3	Fork	Cup
6_2c	2	15048	spoon	spoon	NOUN	1	Cup	Cup
6_2c	2	15066	spoon	spoon	NOUN	3	Cup	Cup
6_2c	2	15071	back	back	ADV	3	Cup	Cup
6_2c	2	15089	onto	onto	ADP	3	Cup	Cup
6_2c	2	15093	onto	onto	ADP	1	Cup	Cup
6_2c	2	15101	NA	NA	NA	1	Cup	Cup
6_2c	2	15109	table	table	NOUN	1	Cup	Cup
6_2c	2	15125	NA	NA	NA	1	Cup	Cup
6_2c	2	15174	NA	NA	NA	3	Cup	Cup
6_2c	2	15183	NA	NA	NA	1	Cup	Spoon
6_2c	2	15201	I	-PRON-	PRON	1	Cup	Spoon
6_2c	2	15219	NA	NA	NA	1	Cup	Spoon
6_2c	2	15228	NA	NA	NA	3	Spoon	Spoon
6_2c	2	15246	NA	NA	NA	1	Spoon	Spoon
6_2c	2	15300	NA	NA	NA	3	Spoon	Fork
6_2c	2	15309	NA	NA	NA	8	Fork	Knife
6_2c	2	15363	NA	NA	NA	3	Knife	Cup
6_2c	2	15372	NA	NA	NA	1	Cup	Cup
6_2c	2	15382	want	want	VERB	1	Cup	Cup
6_2c	2	15408	want	want	VERB	3	Cup	Cup
6_2c	2	15417	want	want	VERB	5	Cup	Cup
6_2c	2	15435	want	want	VERB	4	Cup	Cup
6_2c	2	15453	want	want	VERB	3	Cup	Cup
6_2c	2	15495	to	to	PART	3	Cup	Cup
6_2c	2	15504	pick	pick	VERB	3	Cup	Cup
6_2c	2	15522	NA	NA	NA	3	Cup	Cup
6_2c	2	15566	for	for	ADP	3	Cup	Cup
6_2c	2	15570	for	for	ADP	1	Cup	Cup
6_2c	2	15588	for	for	ADP	3	Cup	Cup
6_2c	2	15592	take	take	NOUN	3	Cup	Cup
6_2c	2	15597	take	take	NOUN	5	Cup	Cup
6_2c	2	15615	take	take	NOUN	3	Cup	Cup
6_2c	2	15633	take	take	NOUN	1	Cup	Cup
6_2c	2	15635	NA	NA	NA	1	Cup	Cup
6_2c	2	15645	pass	pass	NOUN	1	Cup	Cup
6_2c	2	15651	pass	pass	NOUN	3	Cup	Cup
6_2c	2	15662	Moon	Moon	PROPN	3	Cup	Cup
6_2c	2	15678	Moon	Moon	PROPN	1	Cup	Cup
6_2c	2	15698	instead	instead	ADV	1	Cup	Cup
6_2c	2	15723	so	so	ADV	3	Cup	Cup
6_2c	2	15768	so	so	ADV	4	Cup	Cup
6_2c	2	15786	so	so	ADV	8	Cup	Cup
6_2c	2	15803	now	now	ADV	8	Cup	Cup
6_2c	2	15822	now	now	ADV	3	Cup	Cup
6_2c	2	15829	NA	NA	NA	3	Cup	Cup
6_2c	2	15831	NA	NA	NA	1	Cup	Cup
6_2c	2	15838	picked	pick	VERB	1	Cup	Cup
6_2c	2	15867	picked	pick	VERB	3	Cup	Cup
6_2c	2	15876	picked	pick	VERB	5	Cup	Cup
6_2c	2	15885	picked	pick	VERB	8	Cup	None
6_2c	2	15899	NA	NA	NA	8	Cup	None
6_2c	2	15931	and	and	CCONJ	8	Cup	None
6_2c	2	15939	and	and	CCONJ	2	None	None
6_2c	2	15983	'm	be	AUX	2	None	None
6_2c	2	15984	'm	be	AUX	1	None	None
6_2c	2	15993	'm	be	AUX	3	None	None
6_2c	2	16019	drinking	drink	VERB	3	None	None
6_2c	2	16045	water	water	NOUN	3	None	None
6_2c	2	16062	from	from	ADP	3	None	None
6_2c	2	16083	from	from	ADP	8	None	Knife
6_2c	2	16084	NA	NA	NA	8	None	Knife
6_2c	2	16092	NA	NA	NA	3	Knife	Knife
6_2c	2	16146	NA	NA	NA	8	Knife	Apple
6_2c	2	16173	NA	NA	NA	3	Apple	Apple
6_2c	2	16200	NA	NA	NA	1	Apple	Apple
6_2c	2	16212	hey	hey	INTJ	1	Apple	Apple
6_2c	2	16227	hey	hey	INTJ	3	Apple	Apple
6_2c	2	16239	put	put	VERB	3	Apple	Apple
6_2c	2	16245	put	put	VERB	1	Apple	Apple
6_2c	2	16254	put	put	VERB	3	Apple	Apple
6_2c	2	16262	NA	NA	NA	3	Apple	Apple
6_2c	2	16274	mug	mug	PROPN	3	Apple	Apple
6_2c	2	16281	mug	mug	PROPN	5	Apple	Apple
6_2c	2	16292	back	back	ADV	5	Apple	Apple
6_2c	2	16299	back	back	ADV	4	Apple	Apple
6_2c	2	16317	back	back	ADV	3	Apple	Apple
6_2c	2	16326	back	back	ADV	5	Apple	Apple
6_2c	2	16327	onto	onto	ADP	5	Apple	Apple
6_2c	2	16335	onto	onto	ADP	3	Apple	Apple
6_2c	2	16355	table	table	NOUN	3	Apple	Apple
6_2c	2	16373	just	just	ADV	3	Apple	Apple
6_2c	2	16389	just	just	ADV	1	Apple	Apple
6_2c	2	16398	just	just	ADV	3	Apple	Apple
6_2c	2	16416	now	now	ADV	4	Apple	Apple
6_2c	2	16434	now	now	ADV	3	Apple	Apple
6_2c	2	16443	NA	NA	NA	3	Apple	Apple
6_2c	2	16452	NA	NA	NA	1	Apple	Apple
6_2c	2	16668	NA	NA	NA	3	Apple	Apple
6_2c	2	16686	NA	NA	NA	4	Apple	Apple
6_2c	2	16704	NA	NA	NA	1	Apple	Apple
6_2c	2	16745	now	now	ADV	1	Apple	Apple
6_2c	2	16790	'm	be	AUX	1	Apple	Apple
6_2c	2	16799	picking	pick	VERB	1	Apple	Apple
6_2c	2	16815	NA	NA	NA	1	Apple	Apple
6_2c	2	16842	apples	apple	NOUN	1	Apple	Apple
6_2c	2	16893	apples	apple	NOUN	3	Apple	Apple
6_2c	2	16895	and	and	CCONJ	3	Apple	Apple
6_2c	2	16911	and	and	CCONJ	1	Apple	Apple
6_2c	2	16929	and	and	CCONJ	4	Apple	Apple
6_2c	2	16947	and	and	CCONJ	1	Apple	Apple
6_2c	2	16974	I	-PRON-	PRON	1	Apple	Apple
6_2c	2	17000	picked	pick	VERB	1	Apple	Apple
6_2c	2	17098	NA	NA	NA	1	Apple	Apple
6_2c	2	17126	knife	knife	NOUN	1	Apple	Apple
6_2c	2	17127	knife	knife	NOUN	3	Apple	Apple
6_2c	2	17144	using	use	VERB	3	Apple	Apple
6_2c	2	17145	using	use	VERB	1	Apple	Apple
6_2c	2	17178	NA	NA	NA	1	Apple	Apple
6_2c	2	17187	other	other	ADJ	1	Apple	Apple
6_2c	2	17203	hand	hand	NOUN	1	Apple	Apple
6_2c	2	17228	NA	NA	NA	1	Apple	Apple
6_2c	2	17235	NA	NA	NA	3	Apple	Apple
6_2c	2	17253	NA	NA	NA	4	Apple	Apple
6_2c	2	17271	NA	NA	NA	3	Apple	Apple
6_2c	2	17291	I	-PRON-	PRON	3	Apple	Apple
6_2c	2	17298	I	-PRON-	PRON	5	Apple	Apple
6_2c	2	17309	am	be	AUX	5	Apple	Apple
6_2c	2	17325	am	be	AUX	3	Apple	Apple
6_2c	2	17336	using	use	VERB	3	Apple	Apple
6_2c	2	17343	using	use	VERB	1	Apple	Apple
6_2c	2	17363	NA	NA	NA	1	Apple	Apple
6_2c	2	17397	NA	NA	NA	3	Apple	Apple
6_2c	2	17406	NA	NA	NA	1	Apple	Apple
6_2c	2	17408	knife	knife	NOUN	1	Apple	Apple
6_2c	2	17435	to	to	PART	1	Apple	Apple
6_2c	2	17444	peel	peel	VERB	1	Apple	Apple
6_2c	2	17460	peel	peel	VERB	3	Apple	Apple
6_2c	2	17471	NA	NA	NA	3	Apple	Apple
6_2c	2	17489	Apple	Apple	PROPN	3	Apple	Apple
6_2c	2	17496	Apple	Apple	PROPN	1	Apple	Apple
6_2c	2	17524	NA	NA	NA	1	Apple	Apple
6_2c	2	17559	NA	NA	NA	3	Apple	Apple
6_2c	2	17568	NA	NA	NA	4	Apple	Apple
6_2c	2	17586	NA	NA	NA	3	Apple	Apple
6_2c	2	17613	NA	NA	NA	8	Apple	Apple
6_2c	2	17649	NA	NA	NA	3	Apple	Apple
6_2c	2	17658	NA	NA	NA	5	Apple	Apple
6_2c	2	17667	NA	NA	NA	4	Apple	Apple
6_2c	2	17685	NA	NA	NA	3	Apple	Apple
6_2c	2	17694	NA	NA	NA	1	Apple	Apple
6_2c	2	17730	NA	NA	NA	3	Apple	Apple
6_2c	2	17733	put	put	VERB	3	Apple	Apple
6_2c	2	17748	put	put	VERB	5	Apple	Apple
6_2c	2	17755	NA	NA	NA	5	Apple	Apple
6_2c	2	17757	NA	NA	NA	3	Apple	Apple
6_2c	2	17760	knife	knife	NOUN	3	Apple	Apple
6_2c	2	17773	home	home	ADV	3	Apple	Apple
6_2c	2	17797	to	to	ADP	3	Apple	Apple
6_2c	2	17802	to	to	ADP	1	Apple	Apple
6_2c	2	17806	NA	NA	NA	1	Apple	Apple
6_2c	2	17815	table	table	NOUN	1	Apple	Apple
6_2c	2	17829	table	table	NOUN	4	Apple	Apple
6_2c	2	17849	and	and	CCONJ	4	Apple	Apple
6_2c	2	17856	and	and	CCONJ	3	Apple	Apple
6_2c	2	17901	and	and	CCONJ	1	Apple	Apple
6_2c	2	17909	now	now	ADV	1	Apple	Apple
6_2c	2	17910	now	now	ADV	3	Apple	Apple
6_2c	2	17937	now	now	ADV	5	Apple	Apple
6_2c	2	17946	now	now	ADV	4	Apple	Apple
6_2c	2	17964	now	now	ADV	3	Apple	Apple
6_2c	2	17966	NA	NA	NA	3	Apple	Apple
6_2c	2	17990	can	can	VERB	3	Apple	Apple
6_2c	2	17991	can	can	VERB	1	Apple	Apple
6_2c	2	18014	eat	eat	VERB	1	Apple	Apple
6_2c	2	18032	NA	NA	NA	1	Apple	Apple
6_2c	2	18036	NA	NA	NA	3	Apple	Apple
6_2c	2	18045	NA	NA	NA	8	Apple	Apple
6_2c	2	18049	apple	apple	NOUN	8	Apple	Apple
6_2c	2	18070	because	because	SCONJ	8	Apple	Apple
6_2c	2	18081	because	because	SCONJ	3	Apple	Apple
6_2c	2	18088	's	be	AUX	3	Apple	Apple
6_2c	2	18090	's	be	AUX	5	Apple	Apple
6_2c	2	18096	peeled	peel	VERB	5	Apple	Apple
6_2c	2	18116	NA	NA	NA	5	Apple	Apple
6_2c	2	18144	NA	NA	NA	8	Apple	Knife
6_2c	2	18162	NA	NA	NA	3	Knife	None
6_2c	2	18180	NA	NA	NA	4	None	None
6_2c	2	18198	NA	NA	NA	7	None	None
6_2c	2	18216	NA	NA	NA	2	None	None
6_2c	2	18243	NA	NA	NA	7	None	None
6_2c	2	18306	NA	NA	NA	3	None	None
6_2c	2	18327	after	after	ADP	3	None	None
6_2c	2	18333	after	after	ADP	4	None	None
6_2c	2	18342	after	after	ADP	1	None	None
6_2c	2	18351	after	after	ADP	4	None	None
6_2c	2	18369	after	after	ADP	5	None	None
6_2c	2	18378	after	after	ADP	3	None	None
6_2c	2	18433	'm	be	AUX	3	None	None
6_2c	2	18441	done	do	VERB	3	None	None
6_2c	2	18449	eating	eat	VERB	3	None	None
6_2c	2	18468	NA	NA	NA	1	None	None
6_2c	2	18477	apple	apple	NOUN	NA	NA	NA
6_2c	2	18495	and	and	CCONJ	NA	NA	NA
6_2c	2	18496	NA	NA	NA	NA	NA	NA
6_2c	3	18495	NA	NA	NA	6	None	None
6_2c	3	18504	NA	NA	NA	4	None	None
6_2c	3	18522	NA	NA	NA	8	None	None
6_2c	3	18531	NA	NA	NA	2	None	None
6_2c	3	18567	NA	NA	NA	8	None	None
6_2c	3	18585	NA	NA	NA	3	None	None
6_2c	3	18630	NA	NA	NA	1	None	None
6_2c	3	18639	NA	NA	NA	3	None	None
6_2c	3	18653	cleaning	clean	VERB	3	None	None
6_2c	3	18675	cleaning	clean	VERB	9	None	None
6_2c	3	18684	NA	NA	NA	8	None	Apple
6_2c	3	18688	after	after	ADP	8	None	Apple
6_2c	3	18717	lunch	lunch	NOUN	8	None	Apple
6_2c	3	18729	lunch	lunch	NOUN	3	Apple	Apple
6_2c	3	18738	lunch	lunch	NOUN	1	Apple	Apple
6_2c	3	18742	right	right	ADV	1	Apple	Apple
6_2c	3	18751	now	now	ADV	1	Apple	Apple
6_2c	3	18758	I	-PRON-	PRON	1	Apple	Apple
6_2c	3	18765	I	-PRON-	PRON	5	Apple	Apple
6_2c	3	18783	I	-PRON-	PRON	4	Apple	Apple
6_2c	3	18801	I	-PRON-	PRON	3	Apple	Apple
6_2c	3	18832	just	just	ADV	3	Apple	Apple
6_2c	3	18840	picked	pick	VERB	3	Apple	Apple
